"cnpj","nome","endereco","complemento","bairro","cep","municipio","uf","pais","ddd","numero","cod_compe_s_dv","x12"
"2309070","CREDISIS JICRED JARU","RUA RIO DE JANEIRO, 2964","-","SETOR 2","76890-000","JARU","RO","Brasil","69","35213368","-",NA
"2309070","CREDISIS JICRED MACHADINHO D OESTE","AV. GETULIO VARGAS, 2855","-","CENTRO","76868-000","MACHADINHO D'OESTE","RO","Brasil","69","35813722","-",NA
"2309070","CREDISIS JICRED MIRANTE DA SERRA","AV DOS MIGRANTES, 2300","-","SETOR 02","76926-000","MIRANTE DA SERRA","RO","Brasil","-","-","-",NA
"2309070","CREDISIS JICRED NOVA BRASÍLIA","RUA MARINGÁ, 825","TÉRREO","NOVA BRASILIA","76908-455","JI-PARANA","RO","Brasil","-","-","-",NA
"2309070","CREDISIS JICRED NOVA UNIÃO","AV CORONEL JORGE TEIXEIRA, 2315","CXPST 2","CENTRO","76924-000","NOVA UNIAO","RO","Brasil","69","34661099","-",NA
"2309070","CREDISIS JICRED OURO PRETO","AV. DANIEL COMBONI, 740","-","CENTRO","76920-000","OURO PRETO DO OESTE","RO","Brasil","69","34611871","-",NA
"2309070","CREDISIS JICRED PRESIDENTE MÉDICI","AV. 30 DE JUNHO, 1467","S/N","CENTRO","76916-000","PRESIDENTE MEDICI","RO","Brasil","69","34713434","-",NA
"2309070","CREDISIS JICRED RONDOMINAS","AV JORGE MARCELINO, 2402","-","DISTRITO RONDOMINAS","76920-000","OURO PRETO DO OESTE","RO","Brasil","69","21831750","-",NA
"2309070","CREDISIS JICRED SAO FRANCISCO DO GUAPORE","AV BRASIL, 3683","PREDIO","CIDADE BAIXA","76935-000","SAO FRANCISCO DO GUAPORE","RO","Brasil","69","21831750","-",NA
"2309070","CREDISIS JICRED SAO MIGUEL DO GUAPORE","AV. CAPITÃO SILVIO, 285","-","CENTRO","76932-000","SAO MIGUEL DO GUAPORE","RO","Brasil","69","36421405","-",NA
"2309070","CREDISIS JICRED SERINGUEIRAS","AV. FLAMBOYANT, 635","-","CENTRO","76934-000","SERINGUEIRAS","RO","Brasil","69","36233163","-",NA
"2309070","CREDISIS JICRED TARILÂNDIA","AV FRANCISCO VIEIRA DE SOUZA, 2500","PREDIO","CENTRO","76890-000","JARU","RO","Brasil","-","-","-",NA
"2309070","CREDISIS JICRED TEIXEIRÓPOLIS","AV AFONSO PENA, 2215","-","CENTRO","76928-000","TEIXEIROPOLIS","RO","Brasil","69","34651067","-",NA
"2309070","CREDISIS JICRED URUPA","RUA OLAVO PIRES, 1785","-","NOVO HORIZONTE","76929-000","URUPA","RO","Brasil","69","34132546","-",NA
"2309070","CREDISIS JICRED VALE DO ANARI","AV. VEREADOR ACYR JOSE DAMASCENO, 4198","-","SETOR 01","76867-000","VALE DO ANARI","RO","Brasil","-","-","-",NA
"2309070","CREDISIS JICRED VALE DO PARAÍSO","AVENIDA PARANÁ, 4511","-","SETOR 02","76923-970","VALE DO PARAISO","RO","Brasil","69","34641362","-",NA
"2309070","CREDISIS JICRED VILHENA","AV. MARECHAL RONDON, 3334","LOTE 03 QUADRA 12 SETOR 01","CENTRO (S-01)","76980-236","VILHENA","RO","Brasil","-","-","-",NA
"4985665",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26563270","PAC 06 - PRIMACREDI PLATAFORMA","AVENIDA CUIABA, 653","LADO A - ANDAR 3","CENTRO","78850-000","PRIMAVERA DO LESTE","MT","Brasil","-","-","-",NA
"26563270","PAC 07 - PRIMACREDI CAMPO VERDE","AV BRASIL (LOT CAMPO REAL, 591","SALA 02","CENTRO","78840-022","CAMPO VERDE","MT","Brasil","-","-","-",NA
"26563270","PAC 08 - PRIMACREDI CONFRESA","AV. CANAA, 88","SALA 2","CENTRO","78652-000","CONFRESA","MT","Brasil","-","-","-",NA
"26563270","PAC 09 - PRIMACREDI QUERENCIA","AV. MATO GROSSO, 878","LOTE 11 - QUADRA 04 - N. 56","SETOR D","78643-000","QUERENCIA","MT","Brasil","-","-","-",NA
"26563270","PAC 10 - RONDONOPOLIS","AV. TIRADENTES, 1841","SALA 02","CENTRO","78700-028","RONDONOPOLIS","MT","Brasil","-","-","-",NA
"26563270","PRIMACREDI - AGUA BOA","AV. JULIO CAMPOS, 303","-","CENTRO","78635-000","AGUA BOA","MT","Brasil","-","-","-",NA
"26563270","PRIMACREDI - CANARANA","RUA TRÊS PASSOS, 191","-","CENTRO","78640-000","CANARANA","MT","Brasil","-","-","-",NA
"26563270","PRIMACREDI - GAUCHA DO NORTE","AV. BRASIL, 1098","-","CENTRO","00000-000","GAUCHA DO NORTE","MT","Brasil","-","-","-",NA
"26563270","PRIMACREDI - POXOREO","AV BRASIL, N - 179 - CENTRO","-","CENTRO","78800-000","POXOREU","MT","Brasil","66","34631724","-",NA
"3985375","CREDISIS ALTA FLORESTA D OESTE ROLIMCREDI","AVENIDA RIO GRANDE DO SUL, 3948","PRAÇA CASTELO BRANCO","CENTRO","76954-970","ALTA FLORESTA D'OESTE","RO","Brasil","69","36413016","-",NA
"3985375","CREDISIS SUDOESTE ALTO ALEGRE DOS PARECIS","AV. GETULIO VARGAS, 3564","-","CENTRO","76952-000","ALTO ALEGRE DOS PARECIS","RO","Brasil","-","-","-",NA
"3985375","CREDISIS SUDOESTE PARECIS","AV CARLOS GOMES, 749","-","CENTRO","76979-000","PARECIS","RO","Brasil","-","-","-",NA
"3985375","CREDISIS SUDOESTE SÃO FELIPE D OESTE","AV. JORGE TEIXEIRA DE OLIVEIRA, 11","-","CENTRO","76977-000","SAO FELIPE D'OESTE","RO","Brasil","-","-","-",NA
"3985375","POSTO DE ATENDIMENTO COOPERATIVO-PAC PIMENTA BUENAPOSTO DE A","RUA CASSIMIRO DE ABREU, 30","SALA B","CENTRO","76970-000","PIMENTA BUENO","RO","Brasil","69","34517598","-",NA
"7494300","CREDISIS CREDISUL CONCORDIA","RUA OSWALDO VALENTIM ZANDAVALLI","SALA 102","CENTRO","89700-136","CONCORDIA","SC","Brasil","-","-","-",NA
"4608925","CREDJUST LOJA 02","AVENIDA DEPUTADO ODON BEZERRA","Nº 184, PISO E3, SALA 314,","ROGER","58020-500","JOAO PESSOA","PB","Brasil","-","-","-",NA
"28145589","RUA DUQUE DE CAXIAS, 111","RUA DUQUE DE CAXIAS, Nº 111","-","CENTRO","29010-120","VITORIA","ES","Brasil","27","32236699","-",NA
"46277273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2347114","COOPERHEC","PRAÇA ALFREDO ANDERSEN, 415","CASA","BIGORRILHO","80730-160","CURITIBA","PR","Brasil","41","30772100","-",NA
"2347114","GREENCRED","RUA BENJAMIN CONSTANT, 67","2- ANDAR","CENTRO","80060-020","CURITIBA","PR","Brasil","-","-","-",NA
"4306351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39343350","PA AMAMBAI","AV. PEDRO MANVAILER, 1443","ANEXO UNIDADE LAR COOP. AGROINDUSTRIAL","CENTRO","79990-000","AMAMBAI","MS","Brasil","-","-","-",NA
"39343350","PA ANTONIO JOÃO","RODOVIA MS 384, S/N KM 0,5","UNIDADE DA LAR COOPERATIVA AGROINDUSTRIAL","RURAL","85884-000","ANTONIO JOAO","MS","Brasil","-","-","-",NA
"39343350","PA ARAL MOREIRA","ROD MS 165, KM 02","ANEXO UNIDADE LAR COOP. AGROINDUSTRIAL","ZONA RURAL","79930-000","ARAL MOREIRA","MS","Brasil","-","-","-",NA
"39343350","PA ASTORGA","RUA PAUL PERCY HARRIS, 1350","UNIDADE LAR COOPERATIVA AGROINDUSTRIAL","PARQUE INDUSTRIAL","86730-000","ASTORGA","PR","Brasil","-","-","-",NA
"39343350","PA BANDEIRANTES","RODOVIA BR 613 KM 541, 999999","SALA 1 ANEXO UNIDADE DA LAR COOP AGROINDUSTRIAL","ZONA RURAL","79430-000","BANDEIRANTES","MS","Brasil","80","453007","-",NA
"39343350","PA BELA VISTA","RODOVIA BR 060, S/N","UNIDADE LAR COOPERATIVA AGROINDUSTRIAL","ZONA RURAL","79260-000","BELA VISTA","MS","Brasil","-","-","-",NA
"39343350","PA BONITO","RUA NOSSA SENHORA DA APARECIDA, 829","SALA 1 ANEXO UNIDADE LAR COOP AGROINDUSTRIAL","CENTRO","79290-000","BONITO","MS","Brasil","80","453007","-",NA
"39343350","PA CAARAPO","RUA MARANHÃO, ENTROCAMENTO  BR 163,KM213","SALA 1, ANEXO LAR COOPERATIVA AGROINDUSTRIAL","ZONA RURAL","79940-000","CAARAPO","MS","Brasil","80","453007","-",NA
"39343350","PA CÉU AZUL","AV. NILO BAZZO, 932","ANEXO UNIDADE LAR COOP. AGROINDUSTRIAL","CENTRO","85840-000","CEU AZUL","PR","Brasil","-","-","-",NA
"39343350","PA DIAMANTE DO OESTE","AV PARANÁ, 591","ANEXO UNIDADE DA LAR COOPERATIVA AGROINDUSTRIAL","CENTRO","85896-000","DIAMANTE D'OESTE","PR","Brasil","-","-","-",NA
"39343350","PA DOURADINA","AV. PRESIDENTE VARGAS, 1.200","UNIDADE LAR COOPERATIVA AGROINDUSTRIAL","CENTRO","79880-000","DOURADINA","MS","Brasil","-","-","-",NA
"39343350","PA DOURADOS","AV. MARCELINO PIRES, 5370","SALA 2. ANEXO UNID. LAR COOP. AGROINDUSTRIAL","VILA INDUSATRIAL","79840-630","DOURADOS","MS","Brasil","-","-","-",NA
"39343350","PA ITAHUM","RUA AMPARO, SN","UNIDADE LAR COOPERATIVA AGROINDUSTRIAL","DISTRITO DE ITAHUM","79864-000","DOURADOS","MS","Brasil","-","-","-",NA
"39343350","PA ITAIPULÂNDIA","AV. GETULIO VARGAS, 2149","SALA 01. ANEXO UNID. LAR AGROINDUSTRIAL","CENTRO","85880-000","ITAIPULANDIA","PR","Brasil","-","-","-",NA
"39343350","PA LAGUNA CARAPÃ","RODOVIA LC 240 KM 02, 999999","ANEXO UNIDADE DA LAR COOPERATIVA AGROINDUSTRIAL","ZONA RURAL","79920-970","LAGUNA CARAPA","MS","Brasil","-","-","-",NA
"39343350","PA MACARAJÚ","RODOVIA AGUA FRIA, KM 4","ANEXO UNIDADE DA LAR COOPERATIVA AGROINDUSTRIAL","INDUSTRIAL","79150-000","MARACAJU","MS","Brasil","-","-","-",NA
"39343350","PA MATELÂNDIA","AV. PARANÁ, 412","ANEXO UNIDADE LAR COOP. AGROINDUSTRIAL","-","00000-000","MATELANDIA","PR","Brasil","-","-","-",NA
"39343350","PA MEDIANEIRA","AV. XXIV DE OUTUBRO, 1890","SALA2ANEXO AO COMPLEXO DA LAR COOP. AGROINDUSTRIAL","CONDA","85884-000","MEDIANEIRA","PR","Brasil","80","453007","-",NA
"39343350","PA MISSAL","RUA 7 DE SETEMBRO, 563","ANEXO UNID. LAR AGROINDUSTRIAL","CENTRO","85890-000","MISSAL","PR","Brasil","-","-","-",NA
"39343350","PA OURO VERDE DO OESTE","EST. LINHA JOAO CRUZ, SN, SALA 2","ANEXO UNIDADE DA LAR COOPERATIVA AGROINDUSTRIAL","ZONA RURAL","85933-000","OURO VERDE DO OESTE","PR","Brasil","-","-","-",NA
"39343350","PA PONTA PORÃ","RODOVIA PONTA PORÃ PARA ANTONIO JOÃO, KM","ANEXO UNIDADE DA LAR COOPERATIVA AGROINDUSTRIAL","ZONA SUBURBANA","79904-970","PONTA PORA","MS","Brasil","-","-","-",NA
"39343350","PA RAMILÂNDIA","RUA BRASILIA, 581","UNIDADE LAR COOPERATIVA AGROINDUSTRIAL","CENTRO","85888-000","RAMILANDIA","PR","Brasil","-","-","-",NA
"39343350","PA RIO BRILHANTE","RODOVIA BR 163, S/N, KM 153","UNIDADE LAR COOPERATIVA AGROINDUSTRIAL","PARQUE INDUSTRIAL","85884-000","RIO BRILHANTE","MS","Brasil","-","-","-",NA
"39343350","PA ROLÂNDIA","AV. ITAMARATY, 1030","SALA 1, ANEXO UNID DA LAR COOP AGROINDUSTRIAL","PARQUE INDUSTRIAL  CAFEZAL","85600-460","ROLANDIA","PR","Brasil","80","453007","-",NA
"39343350","PA SANTA HELENA","RUA ARGENTINA, 1200","SALA 01. ANEXO A UNID. LAR AGROINDUSTRIAL","CENTRO","85892-000","SANTA HELENA","PR","Brasil","-","-","-",NA
"39343350","PA SANTA ROSA DO OCOY","DISTRITO SANTA ROSA DO OCOY","ANEXO UNIDADE DA LAR COOPERATIVA AGRPINDUSTRIAL","DISTRITO","00000-000","SAO MIGUEL DO IGUACU","PR","Brasil","-","-","-",NA
"39343350","PA SANTA TEREZINHA DE ITAIPI","AV. ADOLPHO LOLLATO, 2330","ANEXO UNIDADE LAR COOP. AGROINDUSTRIAL","CHACARAS","85875-000","SANTA TEREZINHA DE ITAIPU","PR","Brasil","-","-","-",NA
"39343350","PA SÃO GABRIEL DO OESTE","RUA MARECHAL FLORIANO PEIXOTO, N-2.230","UNIDADE LAR COOPERATIVA AGROINDUSTRIAL","VILA SÃO GABRIEL","79490-000","SAO GABRIEL DO OESTE","MS","Brasil","-","-","-",NA
"39343350","PA SÃO MIGUEL DO IGUAÇU","RUA MARECHAL CANDIDO RONDON, 486","SALA 1. ANEXO UNID. LAR AGROINDUSTRIAL","SAGRADO COR. JESUS","85877-000","SAO MIGUEL DO IGUACU","PR","Brasil","-","-","-",NA
"39343350","PA SÃO ROQUE","AV. OTTO GUILHERME BEATHALTER, 566","SALA 2, ANEXO UNIDADE LAR COOP AGROINDUSTRIAL","DISTRITO SÃO ROQUE","85892-000","SANTA HELENA","PR","Brasil","80","453007","-",NA
"39343350","PA SERRANÓPOLIS DO IGUAÇU","AV. INDEPENDÊNCIA, 386","SALA 01. ANEXO UNIDADE DA LAR COOP. AGROINDUSTRIAL","FLOR DA SERRA","85885-000","SERRANOPOLIS DO IGUACU","PR","Brasil","80","8000453007","-",NA
"39343350","PA SETE QUEDAS","RODOVIA MS 160 KM 40","SALA 2 ANEXO UNIDADE LAR COOP AGROINDUSTRIAL","GLEBA MOROTI","79935-000","SETE QUEDAS","MS","Brasil","80","453007","-",NA
"39343350","PA SIDROLÂNDIA","ROD MS 162 - KM 01","ANEXO UNIDADE LAR COOP. AGROINDUSTRIAL","ZONA RUAL","79170-000","SIDROLANDIA","MS","Brasil","-","-","-",NA
"39343350","PA UIA MATELÂNDIA","ROD LOC BR 277 KM 653","ANEXO A UNIDADE INDUSTRIAL DE AVES DE MATELANDIA","AGROCAFEEIRA","85887-000","MATELANDIA","PR","Brasil","80","453007","-",NA
"39343350","PA XANXERÊ","RUA NEREU RAMOS, 106","ANEXO UNIDADE DA LAR COOPERATIVA AGROINDUSTRIAL","CENTRO","89820-000","XANXERE","SC","Brasil","-","-","-",NA
"3575699","SICOOB PA - MEDC JABOTICABAL","AVENIDA 13 DE MAIO, 413","-","CENTRO","14870-160","JABOTICABAL","SP","Brasil","-","-","-",NA
"3575699","SICOOB PA - MEDCRED BARRETOS","RUA VINTE E QUATRO, 1497","LOJA 1 E LOJA 2","CENTRO","14780-090","BARRETOS","SP","Brasil","-","-","-",NA
"3575699","SICOOB PA - MEDCRED CAMPINAS","AVENIDA BARAO DE ITAPURA, 777","-","BOTAFOGO","13020-431","CAMPINAS","SP","Brasil","-","-","-",NA
"49204605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3973814","PAC MATRIZ","RUA MARECHAL FLORIANO PEIXOTO, 336","-","CENTRO HISTORICO","90020-060","PORTO ALEGRE","RS","Brasil","-","-","-",NA
"3973814","POSTO ATENDIMENTO COOPERATIVO","RUA LIMA E SILVA, 144","LOJA 03","CENTRO","00000-000","NOVO HAMBURGO","RS","Brasil","-","-","-",NA
"3973814","POSTO ATENDIMENTO COOPERATIVO NOVO HAMBURGO (PAC NOVO HAMBUR","RUA LIMA E SILVA, 144","LOJA 03","CENTRO","93510-030","NOVO HAMBURGO","RS","Brasil","-","-","-",NA
"3973814","SERVICOOP PAC NOVO HAMBURGO","RUA LIMA E SILVA, 144","LOJA 03","CENTRO","93510-030","NOVO HAMBURGO","RS","Brasil","-","-","-",NA
"1559914","SICOOB - PA LAGOA SANTA","RUA JOSE AVAIR FERREIRA MATTOS, 789","-","LAGOA SANTA","35065-142","GOVERNADOR VALADARES","MG","Brasil","33","21024000","-",NA
"1559914","SICOOB - PA PERIQUITO","AVENIDA SEN. GETULIO DE CARVALHO, 271","-","CENTRO","35118-970","PERIQUITO","MG","Brasil","33","21024000","-",NA
"1559914","SICOOB - PA PERPÉTUO SOCORRO","AVENIDA TANCREDO NEVES, 509","-","PERPÉTUO SOCORRO","35195-000","BELO ORIENTE","MG","Brasil","33","21024000","-",NA
"1559914","SICOOB PA  AIMORÉS","AV. DR. AMÉRICO MARTINS DA COSTA, 43","-","CENTRO","35200-000","AIMORES","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  BELO ORIENTE","RUA PRIMEIRO DE MARÇO, 208","-","CENTRO","35195-000","BELO ORIENTE","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  CENTRO","AV. MINAS GERAIS, 319","-","CENTRO","35010-150","GOVERNADOR VALADARES","MG","Brasil","33","21024000","-",NA
"1559914","SICOOB PA  CONSELHEIRO PENA","RUA OLINTO HENRIQUES, 200","-","CENTRO","35240-000","CONSELHEIRO PENA","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  DOM CAVATI","RUA NOVO HORIZONTE, 300","-","CENTRO","35148-000","DOM CAVATI","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  ENGENHEIRO CALDAS","RUA DUQUE DE CAXIAS, 124","-","CENTRO","35130-000","ENGENHEIRO CALDAS","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  ITAMBACURI","AV. FARMACÊUTICO JOVIANO, 544","-","CENTRO","39830-000","ITAMBACURI","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  RESPLENDOR","RUA MORAIS DE CARVALHO, 431","-","CENTRO","35230-000","RESPLENDOR","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  TEÓFILO OTONI","PRAÇA TIRADENTES, 38","-","CENTRO","39800-001","TEOFILO OTONI","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA  VILA ISA","RUA PAULO DESLANDE, 404","-","VILA ISA","35044-190","GOVERNADOR VALADARES","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA - ALPERCATA","RUA ANTÔNIO SALES, 70","-","CENTRO","35138-000","ALPERCATA","MG","Brasil","33","21024000","-",NA
"1559914","SICOOB PA - NAQUE","RUA DORCELINO, 58","-","CENTRO","35117-000","NAQUE","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA FRANCISCOPOLIS","AV. PRESIDENTE KENNEDY, 67","-","CENTRO","39695-000","FRANCISCOPOLIS","MG","Brasil","-","-","-",NA
"1559914","SICOOB PA UNIVALE","RUA ISRAEL PINHEIRO, 2000","-","UNIVERSITARIO","35020-220","GOVERNADOR VALADARES","MG","Brasil","-","-","-",NA
"71328769","POSTO DE ATENDIMENTO - ARAÇATUBA/SP","AV BRASILIA, 1809","-","JARDIM NOVA YORQUE","16018-000","ARACATUBA","SP","Brasil","-","-","-",NA
"71328769","SICOOB - PA ARARAQUARA","AVENIDA BENTO DE ABREU, 440","-","JARDIM PRIMAVERA","14802-396","ARARAQUARA","SP","Brasil","-","-","-",NA
"71328769","SICOOB - PA GUAÍRA","RUA 8, 303","-","CENTRO","14790-000","GUAIRA","SP","Brasil","16","21053800","-",NA
"71328769","SICOOB - PA SÃO CARLOS","RUA 15 DE NOVEMBRO, 2150","-","CENTRO","13560-240","SAO CARLOS","SP","Brasil","16","21053800","-",NA
"71328769","SICOOB - PA SERTÃOZINHO IV","RUA DR PIO DUFLES, 130","-","JARDIM SOLJUMAR","14170-680","SERTAOZINHO","SP","Brasil","16","21053815","-",NA
"71328769","SICOOB - PA UBERABA","RUA NOVO HORIZONTE, 545","-","VILA MARIA HELENA","38020-100","UBERABA","MG","Brasil","16","21053800","-",NA
"71328769","SICOOB PA  - SERTÃOZINHO I","AVENIDA JOÃO BOMBONATO, 138","-","MONTECARLO","14161-054","SERTAOZINHO","SP","Brasil","16","21053800","-",NA
"71328769","SICOOB PA - BARRETOS","AVENIDA 43, 110","-","CENTRO","14780-425","BARRETOS","SP","Brasil","17","33210440","-",NA
"71328769","SICOOB PA - BARRINHA","RUA HUMBERTO BIANCARDI, 216","-","CENTRO","14860-000","BARRINHA","SP","Brasil","16","39439300","-",NA
"71328769","SICOOB PA - BASTOS","RUA PRESIDENTE VARGAS, 393","-","CENTRO","17690-037","BASTOS","SP","Brasil","14","34789898","-",NA
"71328769","SICOOB PA - BATATAIS","RUA SETE DE SETEMBRO, 375","-","CENTRO","14300-037","BATATAIS","SP","Brasil","16","36598080","-",NA
"71328769","SICOOB PA - BAURU","RUA JOSÉ FERNANDES, 430","-","JARDIM ESTORIL IV","17016-180","BAURU","SP","Brasil","-","-","-",NA
"71328769","SICOOB PA - CAJOBI","RUA MIZAEL ANACLETO DE SOUZA, 159","-","CENTRO","15410-000","CAJOBI","SP","Brasil","17","35638400","-",NA
"71328769","SICOOB PA - CAJURU","RUA SAMPAIO MOREIRA, 700","-","CENTRO","14240-000","CAJURU","SP","Brasil","16","35679200","-",NA
"71328769","SICOOB PA - CATANDUVA","RUA AMAZONAS, 760","-","CENTRO","15800-050","CATANDUVA","SP","Brasil","-","-","-",NA
"71328769","SICOOB PA - CRAVINHOS","AVENIDA CEL. JOSÉ NOGUEIRA TERRA, 379","-","VILA SANTA CECILIA","14140-000","CRAVINHOS","SP","Brasil","16","39519600","-",NA
"71328769","SICOOB PA - FRANCA","RUA PADRE ANCHIETA, 2350","-","CENTRO","14400-740","FRANCA","SP","Brasil","16","37120300","-",NA
"71328769","SICOOB PA - JABORANDI","RUA ALEXANDRE DE ÁVILA BORGES, 930","-","CENTRO","14775-000","JABORANDI","SP","Brasil","17","33479030","-",NA
"71328769","SICOOB PA - JARDINÓPOLIS","RUA CEL. JOSÉ THEODORO, 515","-","CENTRO","14680-000","JARDINOPOLIS","SP","Brasil","16","36630241","-",NA
"71328769","SICOOB PA - LINS","RUA LUIZ GAMA, 649","-","CENTRO","16400-080","LINS","SP","Brasil","14","35332640","-",NA
"71328769","SICOOB PA - MARILIA","AVENIDA SAMPAIO VIDAL, 788","SALA 1","CENTRO","17500-021","MARILIA","SP","Brasil","14","35921280","-",NA
"71328769","SICOOB PA - MARÍLIA II","AV RIO BRANCO, 566","-","CENTRO","17500-090","MARILIA","SP","Brasil","14","34024100","-",NA
"71328769","SICOOB PA - MONTE ALTO","RUA NHONHO DO LIVRAMENTO, 1503","-","CENTRO","15910-000","MONTE ALTO","SP","Brasil","16","32444310","-",NA
"71328769","SICOOB PA - MORRO AGUDO","RUA JOSÉ JORGE JUNQUEIRA, 1226","-","CENTRO","14640-059","MORRO AGUDO","SP","Brasil","16","38510500","-",NA
"71328769","SICOOB PA - OCAUÇU","R ANTONIO ABDO, 197","-","CENTRO","17540-025","OCAUCU","SP","Brasil","14","34758600","-",NA
"71328769","SICOOB PA - PAULO DE FARIA","RUA ZENHA RIBEIRO, 894","-","CENTRO","15490-000","PAULO DE FARIA","SP","Brasil","17","38029130","-",NA
"71328769","SICOOB PA - PITANGUEIRAS","RUA PARÁ, 417","-","CENTRO","14750-000","PITANGUEIRAS","SP","Brasil","16","39579900","-",NA
"71328769","SICOOB PA - PONTAL","R. MACYR RAMAZINI, 1010","-","CENTRO","14180-011","PONTAL","SP","Brasil","16","39539920","-",NA
"71328769","SICOOB PA - RIBEIRAO PRETO I","AV. WLADIMIR MEIRELLES FERREIRA, 1115","18º ANDAR","JARDIM BOTÂNICO","14021-630","RIBEIRAO PRETO","SP","Brasil","16","36027210","-",NA
"71328769","SICOOB PA - RIBEIRAO PRETO II","AV. WLADIMIR MEIRELES FERREIRA, 1115","SALA 01 - TÉRREO","JARDIM BOTÂNICO","14021-630","RIBEIRAO PRETO","SP","Brasil","16","36027215","-",NA
"71328769","SICOOB PA - RIBEIRÃO PRETO III","AV TREZE DE MAIO, 115","-","JARDIM PAULISTANO","14090-270","RIBEIRAO PRETO","SP","Brasil","16","39686100","-",NA
"71328769","SICOOB PA - RIBEIRÃO PRETO IV","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300, ANEXO D","PARQ. IND. LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","-","-","-",NA
"71328769","SICOOB PA - SANTA ROSA DE VITERBO","RUA DOUTOR MÁRIO CARNEIRO DA CUNHA, 126","-","JARDIM MONTE ALTO","14270-000","SANTA ROSA DE VITERBO","SP","Brasil","16","39548090","-",NA
"71328769","SICOOB PA - SÃO JOSÉ DO RIO PRETO","AVENIDA ALBERTO ANDALO, 3346","QD 9 LT","CENTRO","15015-000","SAO JOSE DO RIO PRETO","SP","Brasil","17","32144810","-",NA
"71328769","SICOOB PA - SERRANA","RUA VICENTE DE PAULA LIMA, 1172","-","JD BELA VISTA","14150-000","SERRANA","SP","Brasil","16","39878730","-",NA
"71328769","SICOOB PA - SERTÃOZINHO II","RUA APRÍGIO DE ARAÚJO, 1070","-","CENTRO","14160-550","SERTAOZINHO","SP","Brasil","16","39462670","-",NA
"71328769","SICOOB PA - SERTÃOZINHO III","RUA DOUTOR PIO DUFLES, 556","-","JARDIM SOLJUMAR","14170-680","SERTAOZINHO","SP","Brasil","16","39463312","-",NA
"71328769","SICOOB PA - SEVERÍNIA","AV FARMACEUTICO ISIDRO CAMACHO, 310","-","CENTRO","14735-000","SEVERINIA","SP","Brasil","17","38173131","-",NA
"71328769","SICOOB PA - TERRA ROXA","R DR. OSVALDO PRUDENTE CORREA, 258","-","CENTRO","14745-000","TERRA ROXA","SP","Brasil","17","33958400","-",NA
"71328769","SICOOB PA - TUPÃ","RUA POTIGUARAS, 219","-","CENTRO","17600-110","TUPA","SP","Brasil","14","34951160","-",NA
"71328769","SICOOB PA - UBERLÂNDIA","AVENIDA RONDON PACHECO, 1691","SALA 01","VIGILATO PEREIRA","38408-343","UBERLANDIA","MG","Brasil","34","25899300","-",NA
"71328769","SICOOB PA - VERA CRUZ","RUA PAULO GUERREIRO FRANCO, 854","-","CENTRO","17560-011","VERA CRUZ","SP","Brasil","14","34928350","-",NA
"71328769","SICOOB PA - VIRADOURO","AVENIDA RUI BARBOSA, 452","-","CENTRO","14740-000","VIRADOURO","SP","Brasil","17","33928050","-",NA
"64739121","SICOOB PA - PITANGUEIRAS","RUA CEARÁ, 1170","-","JARDIM LEONE","14750-000","PITANGUEIRAS","SP","Brasil","16","39529803","-",NA
"42898825","PAE SICOOB CREDICOM CCPR","AVENIDA BABITA CAMARGOS, 1355","-","CIDADE INDUSTRIAL","32210-180","CONTAGEM","MG","Brasil","-","-","-",NA
"42898825","PAE SICOOB CREDICOM DROGARIA MINAS BRASIL","AVENIDA CORONEL PRATES, 412","-","CENTRO","39400-058","MONTES CLAROS","MG","Brasil","-","-","-",NA
"42898825","PAE SICOOB CREDICOM HOSP EVANGELICO","RUA ALIPIO GOULART, 25","-","SERRA","30220-330","BELO HORIZONTE","MG","Brasil","-","-","-",NA
"42898825","PAE SICOOB CREDICOM HOSP SANTA CASA 1","AVENIDA FRANCISCO SALES, 1111","-","SANTA EFIGENIA","30150-970","BELO HORIZONTE","MG","Brasil","-","-","-",NA
"42898825","PAE SICOOB CREDICOM HOSP SANTA CASA 2","AVENIDA FRANCISCO SALES, 111","-","SANTA EFIGENIA","30150-970","BELO HORIZONTE","MG","Brasil","-","-","-",NA
"42898825","PAE SICOOB CREDICOM HOSP SAO CAMILO 1","AVENIDA SILVIANO BRANDAO, 1600","1° ANDAR","HORTO","31015-000","BELO HORIZONTE","MG","Brasil","-","-","-",NA
